Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Featured Ingredients (product.metafields.custom.featured_ingredients),How to Use (product.metafields.custom.how_to_use),Specific Item Info (product.metafields.custom.specific_item_info),Why We Love It (product.metafields.custom.why_we_love_it),Active ingredient (product.metafields.shopify.active-ingredient),Color (product.metafields.shopify.color-pattern),Constitutive ingredients (product.metafields.shopify.constitutive-ingredients),Dispenser type (product.metafields.shopify.dispenser-type),Fragrance level (product.metafields.shopify.fragrance-level),Moisturizer type (product.metafields.shopify.moisturizer-type),Package type (product.metafields.shopify.package-type),Product certifications & standards (product.metafields.shopify.product-certifications-standards),Product form (product.metafields.shopify.product-form),Skin care effect (product.metafields.shopify.skin-care-effect),Skin care features (product.metafields.shopify.skin-care-features),Skin care mask type (product.metafields.shopify.skin-care-mask-type),Suitable for skin type (product.metafields.shopify.suitable-for-skin-type),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
nature-republic-honey-melting-lip-2-7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/ae685dbf-a619-482e-a03f-16fdd75e1668_0fa06227-b5ae-4eaa-8c25-9548eeffaa0e.jpg?v=1742866253,17,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nature-republic-honey-melting-lip-2-7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/92c8dddd-7a8c-41ee-8329-960c67aeacae_4bd89dca-2830-45fd-add3-44d8a69c2f13.jpg?v=1742866253,18,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nature-republic-honey-melting-lip-2-7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/e4b81d6c-a128-4e46-9dd8-1b2bb34f15d6_e40aba29-aaae-4226-8858-a2a1c2d76c5f.jpg?v=1742866253,19,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nature-republic-honey-melting-lip-2-7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/cc663048-24a1-467a-9dc2-442da323c1fb_0509e047-996f-46ef-8db4-18fe84fa8b5a.jpg?v=1742866253,20,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nature-republic-honey-melting-lip-2-7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/1f71d33b-fa28-40d6-972b-bd071ff4363a_cef53734-0e63-42a4-bdfe-62968001b66a.jpg?v=1742866253,21,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new-rom-nd-better-than-cheek,[NEW] rom&nd Better Than Cheek,"",rom&nd,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup,Blush,"",true,Color,C01 PEACH CHIP,,,,,,,,,0.0,shopify,100,deny,manual,13.20,16.00,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/0813439d-3c1e-4a37-bd15-5c8b554655c9_9bf2a8f5-db13-435f-8aa7-f7f13bee6d6d.jpg?v=1742866283,1,"",false,,,,,,,,,,,,,,The watercolor expression without stuffiness resulted in lightweight formula without lump.The ultra-fine particles provide thorough coverage of pores.,"<img style=""display: block; margin-left: auto; margin-right: auto"" src=""https://cdn.shopify.com/s/files/1/0668/2555/2008/files/0813439d-3c1e-4a37-bd15-5c8b554655c9_9bf2a8f5-db13-435f-8aa7-f7f13bee6d6d.jpg?v=1742866283"" alt="""">","<div class=""modal-body type-inner-scroll""><div class=""modal-contents""><!----> <div class=""modal-cont-box type02""><div class=""prd-description""><table class=""table prd-desc-tbl""><colgroup><col class=""col01""> <col class=""col02""></colgroup> <tbody id=""descTbody""><tr><th scope=""row"">Content volume or weight</th> <td>4g</td></tr><tr><th scope=""row"">Ideal for</th> <td>For all skin types </td></tr><tr><th scope=""row"">Expiration date (or expiration date after opening)</th> <td>Within 36 months after manufacture, 12 months after opening</td></tr><tr><th scope=""row"">How to Use</th> <td>Pick up an appropriate amount with a brush and apply it to your cheeks. <br></td></tr><tr><th scope=""row"">Cosmetics manufacturers, cosmetics responsible distributors, and customized cosmetics sellers</th> <td>COSMAX Co., Ltd. / iFamilySC Co., Ltd. </td></tr><tr><th scope=""row"">Country of Manufacture</th> <td>South Korea</td></tr><tr><th scope=""row"">Ingredients</th> <td>Talc,Mica (CI 77019),Silica,Boron Nitride,Hexyl Laurate, Dimethicone,Caprylic/Capric Triglyceride,Diphenylsiloxy Phenyl Trimethicone,Magnesium Myristate,Methylpropanediol,Calcium Carbonate,Dipentaerythrityl Hexahydroxystearate/Hexastearate/Hexarosinate,Propanediol,Triethoxycaprylylsilane,Methicone, Water,Sunset Yellow FCF (CI 15985), Iron Oxide Red (CI 77491),Tartrazine (CI 19140),Helindone Pink CN (CI 73360), Ultra Marine (CI 77007),Iron Oxide Black (CI 77499)</td></tr><tr><th scope=""row"">MFDS Evaluation of Functional Cosmetics</th> <td>N</td></tr><tr><th scope=""row"">Precautions when using</th> <td>1. If you have any of the following symptoms during use, stop using it immediately and see a doctor as continued use may worsen the symptoms. <br>a. Red spots, swelling, itchiness, irriation, etc. during use <br>b. Symptoms above that occur after exposure to direct sunlight<br><br>2. Do not use on wounds or other afftected areas such as eczema and dermatitis.<br><br>3. Storage and handling instructions<br>a. Keep closed after use. <br>b. Keep out of reach of children.<br>c. Keep away from direct sunlight and high/low temperatures.</td></tr><tr><th scope=""row"">Quality Assurance Standard</th> <td>Compensation for defective products is provided according to the criteria notified by the Fair Trade Commission.<br></td></tr><tr><th scope=""row"">Customer Service</th> <td>+82-1670-2238</td></tr></tbody></table></div></div></div></div>","Provides clear complexion on both cheeks.The new package, clear and transparent texture, and new shades provide whole new color chart.Reviews include that this product provides less flaky and lumping, it results in clear application even when applied for multiple times, and it provides light and clear shades.",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/6b1fab14-de08-45cd-b267-caa951f9bc02_579f50a5-2ea1-480a-8283-779748ca00af.jpg?v=1742866283,lb,,,true,,,true,,,active
new-rom-nd-better-than-cheek,,,,,,,,,C04 PEAR CHIP,,,,,,,,,0.0,shopify,100,deny,manual,13.20,16.00,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/37d8a946-9531-4129-ad1b-c770eb71e469_4aba055f-f9ac-41cf-8b74-78d2817cbd93.jpg?v=1742866283,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/f2f76490-56bb-4ee2-8dd6-76d9d9dbd781_37396667-c1c0-49e6-84c5-5ab3ebc278c0.jpg?v=1742866283,lb,,,,,,,,,
new-rom-nd-better-than-cheek,,,,,,,,,C02 BLUEBERRY CHIP,,,,,,,,,0.0,shopify,100,deny,manual,13.20,16.00,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/1be114f5-bdd6-4bc5-a0af-26b5b28d9552_0702443a-4214-4890-9d89-26c60e3f3d43.jpg?v=1742866283,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/a076e71a-6ad9-404e-a0a3-dcef1c4c603d_2fe27999-09bb-4547-8bb3-50327620965e.jpg?v=1742866283,lb,,,,,,,,,
new-rom-nd-better-than-cheek,,,,,,,,,C03 FIG CHIP,,,,,,,,,0.0,shopify,100,deny,manual,13.20,16.00,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/6b1fab14-de08-45cd-b267-caa951f9bc02_579f50a5-2ea1-480a-8283-779748ca00af.jpg?v=1742866283,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/a076e71a-6ad9-404e-a0a3-dcef1c4c603d_2fe27999-09bb-4547-8bb3-50327620965e.jpg?v=1742866283,lb,,,,,,,,,
new-rom-nd-better-than-cheek,,,,,,,,,N02 VINE NUDE,,,,,,,,,0.0,shopify,100,deny,manual,13.20,16.00,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/f2f76490-56bb-4ee2-8dd6-76d9d9dbd781_37396667-c1c0-49e6-84c5-5ab3ebc278c0.jpg?v=1742866283,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/8ea01e10-b7ad-4507-ac05-0e18c05bc7a8_f676f0e1-89cc-46c5-bf4e-10fb1bcfb919.jpg?v=1742866283,lb,,,,,,,,,
new-rom-nd-better-than-cheek,,,,,,,,,W03 APRICOT MILK,,,,,,,,,0.0,shopify,100,deny,manual,13.20,16.00,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/a076e71a-6ad9-404e-a0a3-dcef1c4c603d_2fe27999-09bb-4547-8bb3-50327620965e.jpg?v=1742866283,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/280617f2-05a5-45df-8ff0-47e6f2f43b0d_0d304812-6295-460e-9728-4296199148ea.jpg?v=1742866283,lb,,,,,,,,,
new-rom-nd-better-than-cheek,,,,,,,,,N01 NUTTY NUDE,,,,,,,,,0.0,shopify,100,deny,manual,13.20,16.00,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/8ea01e10-b7ad-4507-ac05-0e18c05bc7a8_f676f0e1-89cc-46c5-bf4e-10fb1bcfb919.jpg?v=1742866283,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/95950ca9-ca39-4fae-a950-c379a40a27fc_9d29a5fc-6556-449e-bc65-3eed31f32762.jpg?v=1742866283,lb,,,,,,,,,
new-rom-nd-better-than-cheek,,,,,,,,,W02 STRAWBERRY MILK,,,,,,,,,0.0,shopify,100,deny,manual,13.20,16.00,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/280617f2-05a5-45df-8ff0-47e6f2f43b0d_0d304812-6295-460e-9728-4296199148ea.jpg?v=1742866283,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/e78941ca-40f1-4b78-9947-c59a57989ba0_2b01b3c1-1c58-4eb1-b448-93fe1e8f4ce4.jpg?v=1742866283,lb,,,,,,,,,
new-rom-nd-better-than-cheek,,,,,,,,,S01 MANGOCHIP,,,,,,,,,0.0,shopify,100,deny,manual,13.20,16.00,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/95950ca9-ca39-4fae-a950-c379a40a27fc_9d29a5fc-6556-449e-bc65-3eed31f32762.jpg?v=1742866283,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/346bb825-c4f4-4844-950d-0075d2cc0ef5_fe0ef185-1faf-4bfe-b5ef-57b21aacd03a.jpg?v=1742866283,lb,,,,,,,,,
new-rom-nd-better-than-cheek,,,,,,,,,S02 LYCHEE CHIP,,,,,,,,,0.0,shopify,100,deny,manual,13.20,16.00,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/e78941ca-40f1-4b78-9947-c59a57989ba0_2b01b3c1-1c58-4eb1-b448-93fe1e8f4ce4.jpg?v=1742866283,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/9e802ec2-6e3f-425f-b92a-585961a3100a_3d0214d7-48b9-46c9-b7f3-90a3ed73367b.jpg?v=1742866283,lb,,,,,,,,,
new-rom-nd-better-than-cheek,,,,,,,,,B03 BLACK BALM,,,,,,,,,0.0,shopify,100,deny,manual,13.20,16.00,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/346bb825-c4f4-4844-950d-0075d2cc0ef5_fe0ef185-1faf-4bfe-b5ef-57b21aacd03a.jpg?v=1742866283,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/f2679ad0-20c9-44f9-96ef-e0e983a2f276_9c9799e3-2fe0-4d06-b2be-c6896a33cef9.jpg?v=1742866283,lb,,,,,,,,,
new-rom-nd-better-than-cheek,,,,,,,,,G01 Peach Glaze,,,,,,,,,0.0,shopify,100,deny,manual,13.20,16.00,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/9e802ec2-6e3f-425f-b92a-585961a3100a_3d0214d7-48b9-46c9-b7f3-90a3ed73367b.jpg?v=1742866283,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/5fec4453-525f-44c8-988c-b48b0dd73f79_50882f55-d406-413a-ad4b-061a49e4122f.jpg?v=1742866283,lb,,,,,,,,,
new-rom-nd-better-than-cheek,,,,,,,,,G02 Juicy Glaze,,,,,,,,,0.0,shopify,100,deny,manual,13.20,16.00,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/f2679ad0-20c9-44f9-96ef-e0e983a2f276_9c9799e3-2fe0-4d06-b2be-c6896a33cef9.jpg?v=1742866283,13,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/cdff191d-8fb6-4995-82ad-d957848c3fff_03e80a3b-87bc-455a-a933-1d605570c294.jpg?v=1742866283,lb,,,,,,,,,
new-rom-nd-better-than-cheek,,,,,,,,,[SET] C02 BLUEBERRY CHIP (+Cream Cheek),,,,,,,,,0.0,shopify,100,deny,manual,13.20,16.00,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/5fec4453-525f-44c8-988c-b48b0dd73f79_50882f55-d406-413a-ad4b-061a49e4122f.jpg?v=1742866283,14,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/6c3e3ad2-4b02-4c78-a4ac-2985635ed626_f8aef70e-410b-4afc-ab00-bd53dbeb6a93.jpg?v=1742866283,lb,,,,,,,,,
new-rom-nd-better-than-cheek,,,,,,,,,W01 ODI MILK,,,,,,,,,0.0,shopify,100,deny,manual,13.20,16.00,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/cdff191d-8fb6-4995-82ad-d957848c3fff_03e80a3b-87bc-455a-a933-1d605570c294.jpg?v=1742866283,15,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/f1e331f9-65dc-43bc-8c1f-59b06b5b6c60_eb4b5748-112b-4537-b3a0-20d64153591c.jpg?v=1742866283,lb,,,,,,,,,
new-rom-nd-better-than-cheek,,,,,,,,,B02 VERY DAWN,,,,,,,,,0.0,shopify,100,deny,manual,13.20,16.00,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/6c3e3ad2-4b02-4c78-a4ac-2985635ed626_f8aef70e-410b-4afc-ab00-bd53dbeb6a93.jpg?v=1742866283,16,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/c7279e04-c728-485f-8c57-7fe3aa35617f_9c76ee61-551e-4ae5-9d5b-4a6adf8f51ef.jpg?v=1742866283,lb,,,,,,,,,
new-rom-nd-better-than-cheek,,,,,,,,,B01 GINGER NIGHT,,,,,,,,,0.0,shopify,100,deny,manual,13.20,16.00,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/f1e331f9-65dc-43bc-8c1f-59b06b5b6c60_eb4b5748-112b-4537-b3a0-20d64153591c.jpg?v=1742866283,17,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/e228bc9d-8148-4336-bc6b-94c335b97cd2_f6bd14a6-b329-4156-b6ae-9b81c73ba3d8.jpg?v=1742866283,lb,,,,,,,,,
new-rom-nd-better-than-cheek,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/c7279e04-c728-485f-8c57-7fe3aa35617f_9c76ee61-551e-4ae5-9d5b-4a6adf8f51ef.jpg?v=1742866283,18,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new-rom-nd-better-than-cheek,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/e228bc9d-8148-4336-bc6b-94c335b97cd2_f6bd14a6-b329-4156-b6ae-9b81c73ba3d8.jpg?v=1742866283,19,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
age-20a-™s-glass-skin-essence-pact-perfect-refill-set,AGE 20's Glass Skin Essence Pact Perfect Refill Set,"",AGE 20's,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup,Foundation,"",true,Color,#21,,,,,,,,,0.0,shopify,100,deny,manual,40.00,50.00,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/bcc481b6-0fbe-44be-b43b-b707b2c16d0d_43651f6f-8657-4cf7-bcb2-714454dec781.jpg?v=1742941163,1,"",false,,,,,,,,,,,,,,"Provides dewy radiant coverage with skin pampering ingredients of 44.59% collagen water, Ceramide, Cholesterol, Fatty Acid, and Betulin.","<img style=""display: block; margin-left: auto; margin-right: auto"" src=""https://cdn.shopify.com/s/files/1/0668/2555/2008/files/e00a24e8-d076-4310-be24-554b0ced5b8a.jpg?v=1742733991"" alt="""">","<div class=""modal-body type-inner-scroll""><div class=""modal-contents""><!----> <div class=""modal-cont-box type02""><div class=""prd-description""><table class=""table prd-desc-tbl""><colgroup><col class=""col01""> <col class=""col02""></colgroup> <tbody id=""descTbody""><tr><th scope=""row"">Content volume or weight</th> <td>12.5g*2</td></tr><tr><th scope=""row"">Ideal for</th> <td>For all skin types</td></tr><tr><th scope=""row"">Expiration date (or expiration date after opening)</th> <td>36 months from the date of manufacture / 12 months after opening</td></tr><tr><th scope=""row"">How to Use</th> <td>[How To Use] Pick an appropriate amount with a puff by gently circulating on the formula. Spread it over your face and finish with tapping the puff over your face. *Gently rub the coated surface of the formula 2-3 times with a puff when using it for the first time to pick it up better. <br>[How To Replace With Refill] Turn the container over and press firmly with both hands on the bottom to release it. Press the new refill into the case and snap it in place.</td></tr><tr><th scope=""row"">Cosmetics manufacturers, cosmetics responsible distributors, and customized cosmetics sellers</th> <td>AEKYUNG industrial Co., Ltd. </td></tr><tr><th scope=""row"">Country of Manufacture</th> <td>South Korea</td></tr><tr><th scope=""row"">Ingredients</th> <td>Collagen Water, Titanium Dioxide, Butyloctyl Salicylate, Polysilicone-15, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Octocrylene, Phenyl Trimethicone, Butylene Glycol Dicaprylate/Dicaprate, Hydrogenated Poly(C6-14 Olefin), Niacinamide, Euphorbia Cerifera (Candelilla) Wax, Cyclopentasiloxane, Triethylhexanoin, Butylene Glycol, Dipropylene Glycol, PVP, Triisostearin, Polymethylsilsesquioxane, 1,2-Hexanediol, Cyclohexasiloxane, Aluminum Hydroxide, Water, Polyglyceryl-4 Diisostearate/Polyhydroxystearate/Sebacate, Dimethicone, VP/Hexadecene Copolymer, C30-45 Alkyl Methicone, Hydroxyethyl Urea, p-Anisic Acid, Stearic Acid, C30-45 Olefin, Lauryl Dimethicone/Polyglycerin-3 Crosspolymer, Glyceryl Caprylate, Glycerine, Silica, Caprylic/Capric Triglyceride, Triethoxycaprylylsilane, Zinc Oxide, Hyaluronic Acid, Polyglyceryl-3 Oleate, Panthenol, Stearyl Heptanoate, Tocopheryl Acetate, Mica, Diisostearoyl Polyglyceryl-3 Dimer Dilinoleate, Dodecenyl Stearylsuccinamide, Hydrolyzed Sodium Hyaluronate, Adenosine, Dimethicone/Vinyl Dimethicone Crosspolymer, Hydrogenated Lecithin, Kaolin, Butyrospermum Parkii (Shea) Butter, Trimethylsiloxysilicate, Ceramide NP, Phytosteryl/Octyldodecyl Lauroyl Glutamate, Sodium Citrate, Beta-Sitosterol, Tocopherol, Sodium Hyaluronate, Fragrance, Â± Iron Oxide Yellow, Iron Oxide Red, Iron Oxide Black, Ultramarines</td></tr><tr><th scope=""row"">MFDS Evaluation of Functional Cosmetics</th> <td>Completion of functional cosmetics review (or report) according to the Cosmetics Act</td></tr><tr><th scope=""row"">Precautions when using</th> <td>1. Consult a specialist if you have abnormal symptoms or side effects such as a skin rash, swelling, or itchiness during use or from exposure to direct sunlight after use.<br>2. Do not use on wounds or other affected areas.<br>3. Storage and handling instructions<br> a) Keep out of reach of children.<br> b) Keep away from direct sunlight.<br>4. Do not use for any other purposes. <br>5. When the formula gets into your eyes, wash off immediately and see a doctor. <br>6. Handle with care as it may be broken by impact. </td></tr><tr><th scope=""row"">Quality Assurance Standard</th> <td>An exchange or compensation is provided according to the criteria for the settlement of consumer disputes notified publicly by the Fair Trade Commission.<br></td></tr><tr><th scope=""row"">Customer Service</th> <td>+82-80-024-1357 (Toll free)</td></tr></tbody></table></div></div></div></div>",AGE20â€™s advanced foundation pact that provides skin-like glow and rich moisture.Discover more sheer and lighter skin makeup with this newly designed foundatin pact. The sun protection factor is SPF50+ PA++++.,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
age-20a-™s-glass-skin-essence-pact-perfect-refill-set,,,,,,,,,#23,,,,,,,,,0.0,shopify,100,deny,manual,40.00,50.00,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/604db2e4-e8df-484f-bb89-b242ef6e0e97_935a788c-a7b8-43e9-b39c-40b97631c58c.jpg?v=1742941163,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
age-20a-™s-glass-skin-essence-pact-perfect-refill-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/a37a6443-a7a4-4215-a591-42341c3f8592_b28937ad-be62-43b0-9e76-75855b9fa7a2.jpg?v=1742941163,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
age-20a-™s-glass-skin-essence-pact-perfect-refill-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/18710d0f-3999-4f5f-8220-e50a2b7caf9c_f44ad657-a76e-44d7-a0e7-4cb0f66810ce.jpg?v=1742941163,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
